group_id,sha256,total_files,redundant_copies,datasets_present,raw_class_folders,mapped_species,approval_statuses,representative_dataset,representative_relative_path,has_class_conflict,has_species_conflict,has_status_conflict
DUP_02620,f82d6101c8a83ca1d26b719eeeb2a21777594d591dd371d71a678a1e150c622c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100609.jpg,True,False,False
DUP_02621,d246719afed095b41bb1f184467f04b97f9410373903c60e0577b71815736fd4,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100616.jpg,True,False,False
DUP_02622,5de211bf50a1f5038e50c389c1e8a5d4803b14d13a3c579c7aab906fd621ee96,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100627.jpg,True,False,False
DUP_02623,c62e769f5729479d287050e5f042d9158813ac80a8a82412e489534344d5dcb6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100633.jpg,True,False,False
DUP_02624,99bbcc6e282fba2e9f3aa9f452dbf5ae9b62660d3b5cbd1a36350c1b6492343d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100639.jpg,True,False,False
DUP_02625,d82719b6c202a3dfdcd54ae50a68659b8e05f3f7fdcbe71953183bacaef41624,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100717.jpg,True,False,False
DUP_02626,11f8927bb2f8dfbcdb312957321fe9d7c4810533f89575320b02aba49b33e9d1,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100720.jpg,True,False,False
DUP_02627,200bb0b0c3bae431dfd56f419c83ac5c33bca18d00444e71d84d561285d64a79,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100753.jpg,True,False,False
DUP_02628,74f127cbde4b7a5797566853ca59efe0b663b7a5d0df4fbea7abfefc1ff71280,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100806.jpg,True,False,False
DUP_02629,4588a6c3f4ba84e1dceaec6b5052f63779c2d5d99397497d4362f33c987af0af,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100813.jpg,True,False,False
DUP_02630,4f5ce1ca818030d84b5cf76f577158f6789a549d7a90beef041440bf568ccee9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100816.jpg,True,False,False
DUP_02631,6c21d9e54a47b45b363c58cff378e4aa170f4bf94072f15461f5bffcbf9b3bde,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100837.jpg,True,False,False
DUP_02632,00666125973559828dfe776c278d800a68f6333fe987b558969a515c7cedf515,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100839.jpg,True,False,False
DUP_02633,2b5ad20a8eaea1eaa3912a1e53e89b41c02d4a02664ab0d78c6a5e1e36f4d42f,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100844.jpg,True,False,False
DUP_02634,af1c716a9b2b6d8df16fdc6d0564d1efba8533606400816aece532273d51d0cf,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100902.jpg,True,False,False
DUP_02635,0396ae7b72979e3a7d72c467308e576815cccff463da310957c83472fe7b7e53,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100907.jpg,True,False,False
DUP_02636,db8c1bd891e885caca573aa08483969d12df61a6c8baea7a593f42b8a218b944,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100915.jpg,True,False,False
DUP_02637,ab418a07e44ab2a577f24c1fc6fa95f463cabe7e0fca540f65f7de19f1dbcf94,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100927.jpg,True,False,False
DUP_02638,8760ad9419614354d08f2f176e24a2e49ced0eb47b5149413ef2ec7f7a7c8634,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100929.jpg,True,False,False
DUP_02639,63338f4872debf6cd07d875c6e6673d69c8e835a7e67d2034e5eeae53bcb84b8,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_100933.jpg,True,False,False
DUP_02640,ecf0f0649d2012a9d1fbd9fb79ab9ceb5c8fd8c280efc34b81812e5ca4fddbd3,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101002.jpg,True,False,False
DUP_02641,f0cb87d599434d0b9cc1c652bd67889cc5e99eb908e9514d25fa68e6659ec105,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101005.jpg,True,False,False
DUP_02642,7faf83d4bf5a9c10322feb0b653e93ce69c6f0d7009b6b43e730b0bfd051e3c5,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101011.jpg,True,False,False
DUP_02643,ed13b9c9e8b6294f03b70ff288d699685de483ff51e8f974e0012d2d97cf75b8,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101042.jpg,True,False,False
DUP_02644,382f3d8566ee66762584a2af94679fef0d0923316e3d38e5f74bc10010ab6be4,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101045.jpg,True,False,False
DUP_02645,f2b233f6c7e4cdeabd083a35f4abf33cea5ac847dd81762381a82fd7031b78af,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101050.jpg,True,False,False
DUP_02646,b3731cf7530421af7a725fc7f11e0b56dd8d08d079c7f24c1f6c53803761acc0,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101059.jpg,True,False,False
DUP_02647,449e07b213d7722f88bea88c9ffe64f4ca774efab17f21033de6ca62b16e8f6d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101102.jpg,True,False,False
DUP_02648,3c528f4fcc099eae1250f3b7e19c46a50e93ccc5a1c91f8996b9d84731037cc7,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101106.jpg,True,False,False
DUP_02649,c8b9dc6760987d498a871a563b2285ca352489634e4ab788a6f6e591c92ee604,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101130.jpg,True,False,False
DUP_02650,6893e1728e798d9791e2689d64f91b2e93e6755d53e3f6bb2ae54fbb43a0831e,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101135.jpg,True,False,False
DUP_02651,adf0721247110c0095d865c6be10f768c4bf24c1c7afd10437769a1014256791,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101139.jpg,True,False,False
DUP_02652,d6415891c7dc31fd222453696f861f070220e28163082cfe269b0ce7d26f31bf,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101149.jpg,True,False,False
DUP_02653,ddc08991fe48c83e60fdb3f85608887b588cda3a1c55477c54775f72234f3987,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101152.jpg,True,False,False
DUP_02654,b2561f1e9732a141ab787110ddb46c592ec922f1429e797f6fe82a5edbf323bd,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101202.jpg,True,False,False
DUP_02655,f9d1a509a394420a423d2363595e977b1a7be55d10bee30f783589f5e9373717,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101220.jpg,True,False,False
DUP_02656,b45bd735ad8697f5557ac1d89b90811985a2f716a39909466b2366df407f8f62,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101223.jpg,True,False,False
DUP_02657,ada7090c0b4f1b47875cfeefc57e78edf991aac92b6f5c88e550b890c5cd6f82,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101227.jpg,True,False,False
DUP_02658,85c6f5d0cb1c6f9c8f7e6036527a5088ab9eb709dfdff2f9a4dd59e6d86a6eaf,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101308.jpg,True,False,False
DUP_02659,95aedfefeeec55ec4ed6476d2b3c660a50f3bd1e8ccc37b56b37b07867f97186,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101311.jpg,True,False,False
DUP_02660,9892878b0fcacdbe1615922c39321b2d0505aa1a8c12204f558ea72e42851c66,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganigale | Kaggle:Medicinal Leaf dataset\Ganigale,Unresolved Ganigale Leaf,NEEDS_REVIEW,Hugging_Face,Ganigale\IMG_20190924_101318.jpg,True,False,False
DUP_02661,932b33f7bf90582106a5f25165f3fc1a4195b386bb332084b3744f0755cfa1f6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172420.jpg,True,False,False
DUP_02662,068ee04f69f2fd44d52d20447287493ad50ea747929dadda85e0c38c94340732,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172421.jpg,True,False,False
DUP_02663,3767b44fc1575f4a4e3c68e5cbe530c398a85b6fadb5d614e31ed360d1151d09,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172440_1.jpg,True,False,False
DUP_02664,e56d0043dab31f6d12fe6d3210ed6bff3a6f70c0b1a000b528320f19f741cd9c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172442.jpg,True,False,False
DUP_02665,38151c014b08db90383c448a896930f0ab5071f2c0914ba869b70b4bb4066cc9,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172518.jpg,True,False,False
DUP_02666,494c7587b49cfad884a054153f207242a6778981fcc839abc0da84997a04abdc,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172519.jpg,True,False,False
DUP_02667,ad09533d00f6821e8c0ff1ef2388af25d63b7aaae31586bca7e8892167e216f1,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172543.jpg,True,False,False
DUP_02668,96aaa335067b518d4768da0ed8f68202010dd7b2817bbf23d3e7378119ea85ee,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172543_1.jpg,True,False,False
DUP_02669,4a9a1b309a5225efe818c9bfcb8475454b2c3b781c389b703000742e94c54ab3,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172600.jpg,True,False,False
DUP_02670,03cc23eb98713bb0d42f270237aeaefbdcc97bd65be309fbb31f0d3e05309080,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172604.jpg,True,False,False
DUP_02671,20969e42d1709d6427ff8f47c0dc169d73c4c3ad5116c2fcdb211cd911320a98,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172609_1.jpg,True,False,False
DUP_02672,b38044d334bba9648f4bdf09e1f56bf37d85702190e03f733229fc7aba842d0d,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172650_1.jpg,True,False,False
DUP_02673,6595308e773425623e4546994360257888cb4b520e6a117fa81cfda91da185da,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172651.jpg,True,False,False
DUP_02674,690c00f347082c7891df0d82d460f920736f6e005f5ed4436cc15f52519b8556,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172717_1.jpg,True,False,False
DUP_02675,c07e526ace5a8282222ffc67f8f8d1b979394612d787eb8aca36fd3a605c7a5e,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172718.jpg,True,False,False
DUP_02676,e1ff18c0d62a8131361c7c4669d7faa4048a24bc972aff5f3027929e7be5e6b0,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172752.jpg,True,False,False
DUP_02677,0a025ea3570a758480ffb4b1b304270da1309f1f53e928d81e894acea0135538,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172753.jpg,True,False,False
DUP_02678,50d974027b276ab956736bd97d224ec9310a6a0abb8b99a0ce942f62ef055afd,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172911.jpg,True,False,False
DUP_02679,e7f797db16039a97dd464c042aca5c006f8711a289bc75726b99830241591ef4,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190908_172912.jpg,True,False,False
DUP_02680,0ba857e89ecc88fe04a06c59a0ae4a6f20c7c9722e1f6283c600dd6cd7bc9b15,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104110.jpg,True,False,False
DUP_02681,da99708dcd432cbc397cdb0fdacb34f66c9f3ece71bda6b92a412c043e03ab42,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104122.jpg,True,False,False
DUP_02682,b9d17d7421a05a1cab09670ca04ca578f2b5209bf50388d13d354a36637d2e3f,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104135.jpg,True,False,False
DUP_02683,c2ec37d60d63496a14e2e992fa24e69973c35a54ce73e23199f2ff28005f8a2b,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104138.jpg,True,False,False
DUP_02684,29ab9acb4e0ce004e8a40146253c9bd86f31beed9dfaa7a388b5647614e15b13,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104147.jpg,True,False,False
DUP_02685,cdfbe45ccc935becb6981f88838fe063c4203ae91d48ed6ec1895c2140e50d0c,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104201.jpg,True,False,False
DUP_02686,e60f27f5f80328371b696875f70667ce376e0de02d22d3faa19c8ad58f5412fd,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104221.jpg,True,False,False
DUP_02687,0e0f1c42cb368971a21731725c00086818a5dee24d66c352704789424eb1f18a,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104224.jpg,True,False,False
DUP_02688,38918bae7d3ecc849911627e7edd2b2f6a253e98bf842f67448a86a7a23a89b3,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104249.jpg,True,False,False
DUP_02689,e1062caf4b4d5c0e3e1e0abd3ad68517f71ba37080cd7ca93e660e87fb4af7e6,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104253.jpg,True,False,False
DUP_02690,3b84b641984cd9cb827741f6e5725e2894731aa9bafffaf513d3bfcc5f2c5ee7,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104308.jpg,True,False,False
DUP_02691,3eaae1fd4653235d25e611755ffc2d453fd4f421aedd129f6219cd8325a06d60,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104311.jpg,True,False,False
DUP_02692,8b162bfa5151e98a9c896a4c740bbef51a2928eb80f782be67c305824b17e769,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104316.jpg,True,False,False
DUP_02693,54f4ac858f19eba813e154ee35069b10750427aad6e5b83918fcb6fa46aa1585,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104324.jpg,True,False,False
DUP_02694,64940d239d5d158f72dd215a5b8bc273c7a84fa09320919f0d631f9a814fccd7,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104328.jpg,True,False,False
DUP_02695,bb08ee72f19d8e625b55581abad0d352e090a5afcd65778a3e8f6096551e2b3b,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104332.jpg,True,False,False
DUP_02696,7d12fc589868c6a0a1bc4c52aad701b6af3afed4cf64d6cc95ce3379445d4728,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104355.jpg,True,False,False
DUP_02697,3a0343bdcef019c3da9fb2fa1c5bb7c8f4c44e4dc0a94200052d5b03aa216dbe,2,1,"Hugging_Face, Kaggle",Hugging_Face:Ganike-Solanum nigrum | Kaggle:Medicinal Leaf dataset\Ganike,Solanum nigrum (Makoy/Black Nightshade),APPROVED,Hugging_Face,Ganike-Solanum nigrum\IMG_20190924_104412.jpg,True,False,False
